# Server version 0.08 running on fbrizu:8123
# Game ID: 9
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Sun Mar 30 22:30:21 EDT 2014
# Player 1: Player-0, 'omni', running on fbrizu
# Player 2: Player-1, 'random', running on fbrizu
# Player 3: Player-2, 'random', running on fbrizu
# Player 4: Player-3, 'random', running on fbrizu
START Player-0 omni
START Player-1 random
START Player-2 random
START Player-3 random
0 (3,0) (3,2)
0 null null
1 (14,2) (13,3)
2 (3,14) (4,13)
3 (12,15) (11,15)
0 (3,2) (2,3)
1 (13,2) (15,4)
1 null null
2 (3,15) (3,14)
3 (14,12) (13,12)
0 (2,3) (3,3)
1 (12,0) (11,1)
2 (1,12) (2,11)
3 (13,12) (12,13)
0 (1,2) (1,4)
0 (1,4) (1,2)
0 (1,2) (1,4)
0 null null
1 (11,1) (12,2)
2 (4,13) (4,12)
3 (12,13) (11,13)
0 (1,4) (0,5)
1 (13,0) (13,2)
1 null null
2 (4,12) (5,11)
3 (11,13) (10,13)
0 (2,2) (3,2)
1 (14,0) (14,2)
1 (14,2) (14,0)
1 (14,0) (14,2)
1 (14,2) (14,0)
1 null null
2 (0,12) (0,11)
3 (15,12) (14,11)
0 (0,5) (1,5)
1 (14,3) (12,3)
1 null null
2 (3,14) (4,14)
3 (15,13) (14,12)
0 (0,3) (0,4)
1 (12,2) (12,0)
1 (12,0) (12,2)
1 (12,2) (12,0)
1 (12,0) (14,2)
1 (14,2) (12,0)
1 (12,0) (12,2)
1 (12,2) (14,4)
1 (14,4) (12,2)
1 (12,2) (12,4)
1 (12,4) (14,2)
1 (14,2) (12,0)
1 (12,0) (14,2)
1 (14,2) (12,2)
1 null null
2 (0,11) (1,12)
3 (10,13) (11,14)
0 (3,1) (4,2)
1 (12,3) (11,2)
2 (5,11) (6,10)
3 (14,11) (13,10)
0 (2,1) (3,0)
1 (15,2) (14,2)
2 (2,14) (0,12)
2 (0,12) (2,12)
2 (2,12) (0,12)
2 null null
3 (14,15) (12,15)
3 (12,15) (14,15)
3 null null
0 (0,4) (2,6)
0 (2,6) (0,4)
0 null null
1 (13,3) (12,4)
2 (0,12) (2,14)
2 (2,14) (0,12)
2 (0,12) (2,14)
2 (2,14) (0,12)
2 (0,12) (2,14)
2 (2,14) (2,12)
2 (2,12) (2,14)
2 null null
3 (11,14) (10,14)
0 (3,2) (4,1)
1 (12,4) (13,4)
2 (2,14) (2,12)
2 (2,12) (0,12)
2 (0,12) (2,14)
2 null null
3 (14,15) (12,13)
3 null null
0 (3,3) (5,1)
0 null null
1 (13,2) (11,0)
1 null null
2 (1,12) (3,14)
2 null null
3 (13,13) (11,13)
3 (11,13) (9,15)
3 null null
0 (3,0) (2,1)
1 (12,2) (13,2)
2 (2,14) (2,12)
2 null null
3 (14,13) (13,13)
0 (4,1) (5,0)
1 (13,4) (12,3)
2 (2,11) (3,12)
3 (15,15) (14,15)
0 (2,0) (2,2)
0 null null
1 (15,3) (15,5)
1 null null
2 (3,14) (2,14)
3 (13,10) (12,11)
0 (5,0) (4,0)
1 (15,1) (15,2)
2 (3,12) (2,11)
3 (13,14) (11,14)
3 (11,14) (9,14)
3 (9,14) (11,14)
3 (11,14) (13,14)
3 (13,14) (13,12)
3 (13,12) (13,14)
3 (13,14) (11,12)
3 null null
0 (1,5) (0,5)
1 (11,2) (12,2)
2 (2,14) (0,12)
2 (0,12) (2,14)
2 null null
3 (11,12) (11,13)
0 (1,3) (2,3)
1 (13,2) (11,4)
1 null null
2 (2,13) (3,14)
3 (13,15) (15,13)
3 (15,13) (15,15)
3 null null
0 (0,1) (0,3)
0 null null
1 (14,1) (13,2)
2 (6,10) (6,9)
3 (12,11) (13,11)
0 (2,3) (1,4)
1 (12,3) (11,2)
2 (2,11) (3,10)
3 (14,12) (15,13)
0 (0,2) (1,2)
1 (15,4) (15,6)
1 (15,6) (15,4)
1 null null
2 (6,9) (6,10)
3 (12,13) (12,12)
0 (5,1) (6,2)
1 (11,2) (13,0)
1 (13,0) (11,2)
1 (11,2) (13,0)
1 (13,0) (11,2)
1 (11,2) (13,0)
1 null null
2 (3,14) (2,13)
3 (12,14) (14,12)
3 (14,12) (12,10)
3 null null
0 (2,2) (0,2)
0 (0,2) (2,0)
0 null null
1 (12,2) (11,1)
2 (0,13) (1,12)
3 (15,13) (14,12)
0 (4,2) (5,2)
1 (14,2) (13,3)
2 (1,12) (0,13)
3 (11,13) (12,14)
0 (0,0) (0,1)
1 (11,1) (12,0)
2 (3,10) (3,11)
3 (15,14) (14,13)
0 (4,0) (3,0)
1 (15,5) (14,4)
2 (4,14) (4,15)
3 (14,13) (15,12)
0 (0,5) (2,3)
0 (2,3) (0,5)
0 null null
1 (11,4) (12,4)
2 (1,13) (3,15)
2 (3,15) (1,13)
